0,1,2,3,4,5
79,48,64,27,111.52083333333333,MTD1791_Brahms_Op098-04.mid
71,17,57,16,83.88235294117646,MTD2171_Chopin_Op072No3-02.mid
129,16,62,15,75.9375,MTD2210_Chopin_Op066.mid
68,56,60,24,115.41071428571429,MTD2211_Chopin_Op066.mid
76,53,57,29,110.94339622641509,MTD2214_Chopin_Op007-02.mid
65,46,64,37,100.6304347826087,MTD2215_Chopin_Op007-03.mid
74,46,61,32,101.93478260869566,MTD2216_Chopin_Op007-05.mid
73,48,59,27,109.33333333333333,MTD2220_Chopin_Op024-04.mid
69,51,59,38,104.76470588235294,MTD2223_Chopin_Op033-02.mid
62,48,67,28,110.75,MTD2228_Chopin_Op050-01.mid
76,48,64,27,111.29166666666667,MTD2233_Chopin_Op059-01.mid
61,49,67,30,105.08163265306122,MTD2234_Chopin_Op059-03.mid
82,48,58,31,111.27083333333333,MTD2243_Chopin_Op009-01.mid
77,48,60,15,118.95833333333333,MTD2244_Chopin_Op009-01.mid
66,28,63,21,106.82142857142857,MTD2246_Chopin_Op009-03.mid
74,52,61,23,114.96153846153847,MTD2249_Chopin_Op015-03.mid
76,52,56,18,117.86538461538461,MTD2250_Chopin_Op027-01.mid
77,48,63,21,112.27083333333333,MTD2251_Chopin_Op027-02.mid
75,32,57,17,110.15625,MTD2252_Chopin_Op032-01.mid
72,44,68,26,109.27272727272727,MTD2253_Chopin_Op032-02.mid
69,44,73,27,108.86363636363636,MTD2255-2_Chopin_Op037-02.mid
129,52,62,29,109.67307692307692,MTD2256_Chopin_Op048-01.mid
72,36,57,15,114.25,MTD2259_Chopin_Op055-01.mid
82,55,57,19,118.43636363636364,MTD2260_Chopin_Op055-02.mid
59,60,69,31,112.31666666666666,MTD2262_Chopin_Op062-02.mid
59,48,70,31,103.72916666666667,MTD2272_Chopin_Op053.mid
73,48,61,19,114.54166666666667,MTD2332-2_Chopin_Op034-02.mid
68,28,60,25,103.67857142857143,MTD2338-1_Chopin_Op064-02.mid
65,56,63,17,118.85714285714286,MTD2338-2_Chopin_Op064-02.mid
72,40,63,25,109.375,MTD2345_Chopin_Op070-02.mid
80,52,63,23,115.71153846153847,MTD2582_Debussy_L086.mid
61,44,74,31,89.95454545454545,MTD2583_Debussy_L066-01.mid
129,30,70,18,98.63333333333334,MTD2584_Debussy_L066-01.mid
76,63,64,36,110.42857142857143,MTD2585_Debussy_L066-01.mid
55,57,73,49,97.75438596491227,MTD2587_Debussy_L066-02.mid
76,60,56,47,107.1,MTD2588_Debussy_L070.mid
45,32,85,21,92.8125,MTD2589_Debussy_L070.mid
129,32,76,31,63.65625,MTD2590_Debussy_L113-01.mid
41,64,92,29,107.046875,MTD2591_Debussy_L113-02.mid
80,33,57,18,107.66666666666667,MTD2593_Debussy_L113-05.mid
70,32,70,24,95.96875,MTD2595_Debussy_L113-06.mid
129,31,61,24,97.03225806451613,MTD2602_Debussy_L100-01.mid
74,39,62,16,104.64102564102564,MTD2603_Debussy_L100-02.mid
86,38,59,17,96.5,MTD2605_Debussy_L100-02.mid
52,60,81,39,110.83333333333333,MTD2606_Debussy_L100-03.mid
69,36,59,25,104.86111111111111,MTD2610_Debussy_L106.mid
67,31,66,14,109.6774193548387,MTD2614_Debussy_L122No1.mid
129,37,62,30,93.86486486486487,MTD2615_Debussy_L122No2-01.mid
54,28,74,23,89.64285714285714,MTD2616_Debussy_L122No2-01.mid
129,30,58,20,108.16666666666667,MTD2617_Debussy_L122No2-01.mid
129,45,66,25,97.57777777777778,MTD2619_Debussy_L122No2-01.mid
50,45,80,38,86.4,MTD2620_Debussy_L122No2-01.mid
129,32,56,23,105.15625,MTD2621_Debussy_L122No2-02.mid
73,20,60,15,94.2,MTD2623_Debussy_L122No2-02.mid
61,34,69,31,85.82352941176471,MTD2626_Debussy_L122No2-02.mid
129,38,59,20,113.39473684210526,MTD2627_Debussy_L122No2-02.mid
129,32,53,11,91.125,MTD2628_Debussy_L122No2-03.mid
76,60,53,38,112.65,MTD2629_Debussy_L122No2-03.mid
84,30,54,25,94.76666666666667,MTD2630_Debussy_L122No2-03.mid
129,16,68,15,84.75,MTD2631-1_Debussy_L110-01.mid
129,16,66,6,116.5,MTD2631-2_Debussy_L110-01.mid
129,32,70,13,111.96875,MTD2632_Debussy_L110-01.mid
82,27,65,23,97.62962962962963,MTD2639_Debussy_L109-01.mid
129,50,68,37,102.96,MTD2640_Debussy_L109-01.mid
70,48,67,35,105.08333333333333,MTD2645_Debussy_L109-02.mid
77,63,68,28,113.15873015873017,MTD2703_Debussy_L068.mid
129,48,67,30,95.35416666666667,MTD2709_Debussy_L075-01.mid
76,64,59,33,114.0,MTD2715_Debussy_L075-04.mid
59,64,78,29,108.25,MTD2857_Dvorak_B191-01.mid
66,32,69,28,87.8125,MTD2873_Dvorak_B187No7.mid
71,32,64,25,102.90625,MTD2947_Dvorak_B083No2.mid
74,32,54,29,103.03125,MTD2948_Dvorak_B083No2.mid
75,48,56,47,101.39583333333333,MTD2949_Dvorak_B083No3.mid
89,32,50,25,103.53125,MTD2950_Dvorak_B083No3.mid
129,48,64,30,108.5625,MTD2951_Dvorak_B083No4.mid
81,42,47,41,105.0952380952381,MTD2953_Dvorak_B083No5.mid
75,64,57,33,114.046875,MTD2954_Dvorak_B083No5.mid
75,32,65,27,89.03125,MTD2958_Dvorak_B083No7.mid
87,62,49,45,110.64516129032258,MTD2959_Dvorak_B083No7.mid
66,64,62,35,111.0625,MTD2964_Dvorak_B147No1.mid
76,22,61,17,91.68181818181819,MTD2968_Dvorak_B147No3.mid
62,32,66,23,96.40625,MTD2969_Dvorak_B147No3.mid
86,64,56,32,112.8125,MTD2970_Dvorak_B147No3.mid
82,44,64,31,102.79545454545455,MTD2976_Dvorak_B147No6.mid
72,32,56,29,100.75,MTD2979_Dvorak_B147No7.mid
74,32,55,23,102.625,MTD2980_Dvorak_B147No7.mid
129,48,61,34,109.58333333333333,MTD2983_Dvorak_B147No8.mid
76,48,59,29,111.45833333333333,MTD2986_Dvorak_B147No8.mid
64,58,64,39,104.8103448275862,MTD3022_Dvorak_B178-01.mid
67,32,63,26,91.125,MTD3023_Dvorak_B178-01.mid
67,62,66,34,107.41935483870968,MTD3024_Dvorak_B178-01.mid
76,60,60,37,102.08333333333333,MTD3026_Dvorak_B178-02.mid
64,56,69,21,115.39285714285714,MTD3031_Dvorak_B178-04.mid
76,27,57,23,88.55555555555556,MTD3032_Dvorak_B178-04.mid
129,56,70,34,109.58928571428571,MTD3441_Gershwin_AmericanParis.mid
64,63,67,32,109.15873015873017,MTD3621_Granados_Op037-05.mid
50,52,78,37,100.4423076923077,MTD3623_Granados_Op037-06.mid
129,40,74,34,98.05,MTD3795_Handel_HWV289-01.mid
129,52,58,24,115.40384615384616,MTD3894_Handel_HWV329-04.mid
69,48,59,29,109.625,MTD3901_Handel_HWV351-01.mid
74,60,54,40,109.88333333333334,MTD3904_Handel_HWV351-03.mid
69,48,59,43,98.375,MTD3905_Handel_HWV351-04.mid
72,28,57,18,102.71428571428571,MTD3928_Handel_HWV365-01.mid
129,60,62,48,101.91666666666667,MTD4030_Handel_HWV348-03.mid
69,36,60,29,101.69444444444444,MTD4031_Handel_HWV348-04.mid
69,64,63,29,110.28125,MTD4033_Handel_HWV348-06.mid
129,32,60,26,101.0,MTD4037_Handel_HWV348-10.mid
62,60,66,31,112.25,MTD4078_Haydn_Hob17No001.mid
66,46,67,34,88.80434782608695,MTD4081_Haydn_Hob07bNo002-01.mid
81,64,55,32,112.875,MTD4086_Haydn_Hob18No011-01.mid
129,38,54,19,101.76315789473684,MTD4088_Haydn_Hob18No011-02.mid
74,28,59,21,101.03571428571429,MTD4089_Haydn_Hob18No011-03.mid
68,45,66,33,103.46666666666667,MTD4093_Haydn_Hob17eNo001-02.mid
70,44,59,30,109.56818181818181,MTD4094_Haydn_Hob17eNo001-03.mid
72,42,59,33,106.64285714285714,MTD4100_Haydn_Hob03No006-01.mid
63,44,65,23,111.5909090909091,MTD4117_Haydn_Hob03No031-02.mid
68,36,61,23,107.55555555555556,MTD4118_Haydn_Hob03No031-03.mid
70,46,65,35,103.3913043478261,MTD4119_Haydn_Hob03No031-04.mid
55,54,73,37,97.38888888888889,MTD4120_Haydn_Hob03No032-01.mid
62,64,66,23,114.8125,MTD4125_Haydn_Hob03No034-01.mid
81,30,59,23,100.0,MTD4128_Haydn_Hob03No034-04.mid
65,48,68,23,112.4375,MTD4129_Haydn_Hob03No035-01.mid
72,46,62,36,103.15217391304348,MTD4131_Haydn_Hob03No035-03.mid
129,64,77,32,110.234375,MTD4134_Haydn_Hob03No035-04.mid
58,62,70,33,105.29032258064517,MTD4135_Haydn_Hob03No038-01.mid
65,44,68,20,110.4090909090909,MTD4137_Haydn_Hob03No038-03.mid
79,46,60,40,105.3913043478261,MTD4138_Haydn_Hob03No038-04.mid
79,32,52,31,90.0,MTD4144_Haydn_Hob03No039-04.mid
69,38,60,29,99.5,MTD4145_Haydn_Hob03No039-04.mid
81,46,55,40,107.76086956521739,MTD4146_Haydn_Hob03No042-01.mid
62,64,81,33,108.515625,MTD4236_Haydn_Hob03No075-01.mid
81,64,59,41,111.75,MTD4237_Haydn_Hob03No075-01.mid
62,52,66,35,108.11538461538461,MTD4240_Haydn_Hob03No075-03.mid
69,60,71,31,109.4,MTD4242_Haydn_Hob03No076-01.mid
74,48,54,35,109.54166666666667,MTD4245_Haydn_Hob03No076-03.mid
69,46,59,39,101.47826086956522,MTD4246_Haydn_Hob03No076-04.mid
72,64,66,47,106.09375,MTD4247_Haydn_Hob03No076-04.mid
79,62,67,45,108.30645161290323,MTD4248_Haydn_Hob03No077-01.mid
67,31,62,30,99.7741935483871,MTD4249_Haydn_Hob03No077-01.mid
64,48,71,23,111.6875,MTD4252_Haydn_Hob03No077-03.mid
79,60,50,20,121.53333333333333,MTD4253_Haydn_Hob03No077-04.mid
79,42,61,33,101.64285714285714,MTD4286_Haydn_Hob16No020-01.mid
72,48,57,25,105.8125,MTD4288_Haydn_Hob16No020-03.mid
72,34,66,29,102.23529411764706,MTD4291_Haydn_Hob16No023-03.mid
67,60,66,35,111.65,MTD4292_Haydn_Hob16No034-01.mid
129,42,58,30,111.21428571428571,MTD4293_Haydn_Hob16No034-01.mid
72,48,57,23,114.64583333333333,MTD4300_Haydn_Hob16No035-03.mid
64,30,64,28,87.2,MTD4303_Haydn_Hob16No036-02.mid
69,54,62,39,106.9074074074074,MTD4308_Haydn_Hob16No037-03.mid
69,32,67,24,103.5,MTD4309_Haydn_Hob16No037-03.mid
74,32,55,28,105.78125,MTD4310_Haydn_Hob16No037-03.mid
73,52,60,22,115.23076923076923,MTD4472_Haydn_Hob15No025-02.mid
71,32,66,31,80.78125,MTD4473_Haydn_Hob15No025-03.mid
55,32,74,28,94.0625,MTD4475_Haydn_Hob15No025-03.mid
82,32,47,31,95.65625,MTD4477_Haydn_Hob15No025-03.mid
73,40,55,23,108.325,MTD4479_Haydn_Hob15No026-01.mid
72,30,64,29,81.26666666666667,MTD4485_Haydn_Hob15No027-01.mid
72,30,58,28,91.93333333333334,MTD4487_Haydn_Hob15No027-03.mid
67,44,66,33,105.52272727272727,MTD4490_Haydn_Hob15No029-03.mid
76,32,64,31,97.28125,MTD4853_Khachaturian_ConcertoPianoDFlat-03.mid
67,30,66,29,71.3,MTD4854_Khachaturian_ConcertoPianoDFlat-03.mid
69,48,64,40,87.54166666666667,MTD4857_Khachaturian_ConcertoViolinDMinor-01.mid
76,36,61,32,87.38888888888889,MTD4868_Khachaturian_GayaneBalett-13.mid
70,60,59,37,105.25,MTD4877_Khachaturian_MasqueradeSuite-03.mid
65,62,64,34,112.38709677419355,MTD4878_Khachaturian_MasqueradeSuite-04.mid
78,26,55,24,105.07692307692308,MTD4879_Khachaturian_MasqueradeSuite-05.mid
81,32,59,27,91.0625,MTD4892_Kodaly_GalantaDances.mid
129,48,72,28,107.22916666666667,MTD4893_Kodaly_GalantaDances.mid
70,33,63,28,93.9090909090909,MTD4894_Kodaly_GalantaDances.mid
69,64,64,57,101.96875,MTD4895_Kodaly_GalantaDances.mid
80,40,55,29,103.775,MTD5099_Liszt_S244No2.mid
73,32,56,23,108.4375,MTD5102_Liszt_S244No2.mid
48,38,81,21,105.52631578947368,MTD5161_Liszt_S511a.mid
68,56,70,22,110.48214285714286,MTD5163_Liszt_S511a.mid
69,24,60,9,103.625,MTD5164_Liszt_S511a.mid
129,52,65,47,103.75,MTD5165_Liszt_S511a.mid
81,64,59,13,122.109375,MTD5306_Mahler_SymphonyNo1-01.mid
57,60,72,22,115.61666666666666,MTD5309_Mahler_SymphonyNo1-01.mid
48,54,82,26,100.4074074074074,MTD5317_Mahler_SymphonyNo2-01.mid
55,47,79,43,86.74468085106383,MTD5318_Mahler_SymphonyNo2-01.mid
71,64,57,39,114.375,MTD5320_Mahler_SymphonyNo2-01.mid
87,30,13,22,79.9,MTD5322_Mahler_SymphonyNo2-02.mid
67,26,61,25,96.42307692307692,MTD5325_Mahler_SymphonyNo2-03.mid
65,38,71,32,89.34210526315789,MTD5326_Mahler_SymphonyNo2-03.mid
77,32,58,23,105.15625,MTD5328_Mahler_SymphonyNo2-04.mid
65,59,72,29,109.37288135593221,MTD5330_Mahler_SymphonyNo2-05.mid
77,30,53,27,106.4,MTD5331_Mahler_SymphonyNo2-05.mid
72,56,64,32,111.76785714285714,MTD5332_Mahler_SymphonyNo2-05.mid
79,46,54,38,104.28260869565217,MTD5336_Mahler_SymphonyNo4-01.mid
66,54,66,33,108.55555555555556,MTD5337_Mahler_SymphonyNo4-01.mid
71,24,60,23,94.29166666666667,MTD5346_Mahler_SymphonyNo4-03.mid
79,64,56,15,121.453125,MTD5348_Mahler_SymphonyNo4-04.mid
129,64,60,38,114.609375,MTD5352_Mahler_SymphonyNo9-01.mid
129,60,73,38,107.58333333333333,MTD5353_Mahler_SymphonyNo9-01.mid
48,50,81,41,98.38,MTD5356_Mahler_SymphonyNo9-02.mid
77,60,52,26,119.76666666666667,MTD5363_Mahler_SymphonyNo9-03.mid
65,64,72,39,106.84375,MTD5367_Mahler_SymphonyNo9-04.mid
129,36,92,26,94.5,MTD5368_Mahler_SymphonyNo9-04.mid
85,56,47,35,113.64285714285714,MTD5369_Mahler_SymphonyNo9-04.mid
78,58,59,27,112.1896551724138,MTD5419_Massenet_Thais-Meditation.mid
71,64,62,33,112.71875,MTD5474_Mendelssohn_MWVO014-01.mid
76,46,53,27,103.73913043478261,MTD5477_Mendelssohn_MWVO014-02.mid
68,42,60,41,95.85714285714286,MTD5479_Mendelssohn_MWVO014-03.mid
83,32,56,19,112.375,MTD5480_Mendelssohn_MWVO014-03.mid
86,30,58,25,100.46666666666667,MTD5487_Mendelssohn_MWVM013-01.mid
65,35,70,32,75.91428571428571,MTD5488_Mendelssohn_MWVM013-01.mid
72,56,57,33,112.03571428571429,MTD5490_Mendelssohn_MWVM013-05.mid
64,32,71,29,87.96875,MTD5492_Mendelssohn_MWVM013-05.mid
84,64,68,36,111.125,MTD5494_Mendelssohn_MWVM013-09.mid
72,64,61,29,115.0625,MTD5496_Mendelssohn_MWVM013-09.mid
68,60,68,41,105.33333333333333,MTD5551_Mendelssohn_MWVU104.mid
66,38,62,33,95.8157894736842,MTD5552_Mendelssohn_MWVU098.mid
69,52,63,28,113.4423076923077,MTD5553_Mendelssohn_MWVU110.mid
67,48,63,43,98.125,MTD5554_Mendelssohn_MWVU115.mid
67,46,61,35,105.8695652173913,MTD5556_Mendelssohn_MWVU109.mid
72,30,61,29,85.4,MTD5558_Mendelssohn_MWVU153.mid
64,62,64,28,112.98387096774194,MTD5559_Mendelssohn_MWVU153.mid
73,48,58,33,105.47916666666667,MTD5564_Mendelssohn_MWVU161.mid
129,36,57,30,102.63888888888889,MTD5641_Milhaud_Op058.mid
72,64,68,28,113.234375,MTD5642_Milhaud_Op058.mid
75,48,65,25,108.85416666666667,MTD5643_Milhaud_Op058.mid
66,44,67,41,96.22727272727273,MTD5644_Milhaud_Op058.mid
69,48,60,32,106.79166666666667,MTD5645_Milhaud_Op058.mid
65,32,63,16,106.34375,MTD5646_Milhaud_Op058.mid
70,36,58,18,111.33333333333333,MTD5647_Milhaud_Op058.mid
81,48,54,29,106.125,MTD5648_Milhaud_Op058.mid
129,32,57,11,85.0625,MTD5649_Milhaud_Op058.mid
76,58,61,30,114.89655172413794,MTD5707_Mozart_KV622-01.mid
73,46,59,29,109.45652173913044,MTD5710_Mozart_KV622-03.mid
58,60,71,33,108.98333333333333,MTD5718_Mozart_KV447-01.mid
70,56,66,46,102.94642857142857,MTD5719_Mozart_KV447-01.mid
77,64,64,46,108.625,MTD5750_Mozart_KV466-02.mid
129,64,67,42,110.515625,MTD5751_Mozart_KV466-03.mid
84,60,52,27,118.06666666666666,MTD5752_Mozart_KV466-03.mid
60,62,74,39,108.1774193548387,MTD5753_Mozart_KV467-01.mid
86,64,50,51,109.234375,MTD5754_Mozart_KV467-01.mid
77,40,56,15,114.475,MTD5755_Mozart_KV467-02.mid
81,48,52,29,114.70833333333333,MTD5797_Mozart_KV219-01.mid
71,32,64,28,85.125,MTD5799_Mozart_KV219-02.mid
73,48,64,32,106.91666666666667,MTD5800_Mozart_KV219-03.mid
69,32,64,29,103.15625,MTD5802_Mozart_KV219-03.mid
79,48,54,21,116.35416666666667,MTD5835_Mozart_KV188-01.mid
81,45,54,26,104.84444444444445,MTD5887_Mozart_KV285-01.mid
64,56,64,43,104.78571428571429,MTD5890_Mozart_KV298-01.mid
67,30,65,19,99.5,MTD5963_Mozart_KV452-01.mid
86,36,67,30,104.22222222222223,MTD5992_Mozart_KV250-01.mid
74,48,58,30,105.64583333333333,MTD5994_Mozart_KV250-02.mid
74,48,54,21,116.91666666666667,MTD5995_Mozart_KV250-03.mid
74,32,15,31,75.75,MTD5997_Mozart_KV250-04.mid
78,26,51,18,112.8076923076923,MTD5998_Mozart_KV250-04.mid
74,40,55,21,113.0,MTD5999_Mozart_KV250-05.mid
69,30,60,26,104.9,MTD6000_Mozart_KV250-06.mid
86,42,54,41,105.66666666666667,MTD6001_Mozart_KV250-07.mid
74,31,67,26,100.35483870967742,MTD6003_Mozart_KV320-01.mid
74,48,66,25,107.20833333333333,MTD6005_Mozart_KV320-02.mid
74,20,57,14,89.7,MTD6006_Mozart_KV320-03.mid
79,30,50,18,99.33333333333333,MTD6007_Mozart_KV320-04.mid
74,52,54,25,112.23076923076923,MTD6009_Mozart_KV320-06.mid
62,56,66,29,111.41071428571429,MTD6010_Mozart_KV320-07.mid
76,48,55,35,110.75,MTD6030_Mozart_KV525-02.mid
74,60,54,31,114.95,MTD6031_Mozart_KV525-03.mid
73,48,59,33,106.125,MTD6060_Mozart_KV331-01.mid
61,44,68,26,109.04545454545455,MTD6061_Mozart_KV331-02.mid
71,32,61,27,90.875,MTD6062_Mozart_KV331-03.mid
81,32,52,29,106.125,MTD6063_Mozart_KV331-03.mid
70,56,59,28,108.08928571428571,MTD6115_Mozart_KV378-01.mid
63,40,65,23,110.1,MTD6133_Mozart_KV016-01.mid
63,48,70,35,98.8125,MTD6136_Mozart_KV016-03.mid
69,44,64,21,112.68181818181819,MTD6139_Mozart_KV110-01.mid
72,60,58,40,108.55,MTD6140_Mozart_KV110-02.mid
55,60,73,49,103.61666666666666,MTD6144_Mozart_KV110-04.mid
74,48,59,47,102.5,MTD6145_Mozart_KV110-04.mid
77,64,67,46,107.796875,MTD6146_Mozart_KV112-01.mid
77,36,59,31,96.58333333333333,MTD6151_Mozart_KV112-04.mid
81,40,54,25,109.225,MTD6152_Mozart_KV112-04.mid
72,32,59,31,100.3125,MTD6155_Mozart_KV183-01.mid
74,44,54,27,110.27272727272727,MTD6158_Mozart_KV183-03.mid
67,64,66,31,113.046875,MTD6159_Mozart_KV183-04.mid
82,64,57,32,115.625,MTD6160_Mozart_KV183-04.mid
76,30,61,18,97.46666666666667,MTD6164_Mozart_KV200-02.mid
84,46,53,30,113.8913043478261,MTD6166_Mozart_KV200-03.mid
74,60,61,25,116.36666666666666,MTD6168_Mozart_KV200-04.mid
76,48,65,30,105.64583333333333,MTD6174_Mozart_KV201-03.mid
70,58,73,41,106.74137931034483,MTD6177_Mozart_KV201-04.mid
81,56,55,43,110.80357142857143,MTD6185_Mozart_KV318-01.mid
74,48,66,39,99.0,MTD6186_Mozart_KV318-02.mid
82,60,59,32,117.73333333333333,MTD6187_Mozart_KV319-01.mid
62,48,66,23,113.64583333333333,MTD6193_Mozart_KV319-03.mid
82,54,59,20,101.42592592592592,MTD6194_Mozart_KV319-04.mid
84,46,57,27,111.54347826086956,MTD6195_Mozart_KV319-04.mid
65,64,63,49,105.296875,MTD6196_Mozart_KV319-04.mid
72,27,56,20,107.18518518518519,MTD6199_Mozart_KV338-02.mid
72,54,68,45,102.25925925925925,MTD6201_Mozart_KV338-03.mid
74,48,54,27,113.625,MTD6202_Mozart_KV338-03.mid
68,64,60,41,111.125,MTD6204_Mozart_KV385-01.mid
67,31,61,21,101.74193548387096,MTD6205_Mozart_KV385-02.mid
73,60,65,29,114.65,MTD6210_Mozart_KV385-04.mid
72,64,57,27,114.15625,MTD6213_Mozart_KV425-01.mid
72,33,73,18,109.12121212121212,MTD6220_Mozart_KV425-04.mid
69,64,64,47,106.296875,MTD6231_Mozart_KV504-01.mid
81,64,52,33,114.90625,MTD6232_Mozart_KV504-01.mid
67,37,67,22,103.1891891891892,MTD6233_Mozart_KV504-02.mid
78,48,62,40,105.5,MTD6234_Mozart_KV504-02.mid
73,48,59,39,105.16666666666667,MTD6236_Mozart_KV504-03.mid
70,60,58,27,115.43333333333334,MTD6240_Mozart_KV543-01.mid
79,32,61,23,94.125,MTD6246_Mozart_KV543-04.mid
77,60,58,23,115.28333333333333,MTD6248_Mozart_KV550-01.mid
60,62,74,28,111.95161290322581,MTD6256_Mozart_KV551-01.mid
129,64,63,24,117.515625,MTD6265_Mozart_KV551-04.mid
57,48,14,47,61.541666666666664,MTD6405_Paganini_MS025-05.mid
69,30,65,24,88.76666666666667,MTD6419_Paganini_MS025-24.mid
67,58,61,36,111.08620689655173,MTD6645_Prokofiev_Op064-16.mid
69,31,60,30,92.93548387096774,MTD6646_Prokofiev_Op064-16.mid
60,48,69,46,93.04166666666667,MTD6657_Prokofiev_Op064-10.mid
76,64,61,37,112.9375,MTD6660_Prokofiev_Op064-10.mid
65,64,70,29,113.984375,MTD6662_Prokofiev_Op064-28.mid
72,58,61,57,101.10344827586206,MTD6714_Purcell_Z626-1-01.mid
129,64,58,24,118.40625,MTD6776_Rachmaninoff_Op018-02.mid
80,54,52,27,115.35185185185185,MTD6777_Rachmaninoff_Op018-02.mid
74,63,61,42,107.87301587301587,MTD6781_Rachmaninoff_Op030-01.mid
86,39,47,20,96.84615384615384,MTD6784_Rachmaninoff_Op030-03.mid
64,64,67,33,110.09375,MTD6804_Rachmaninoff_Op003-02.mid
129,64,63,45,107.8125,MTD6810_Rachmaninoff_Op023-05.mid
70,64,64,29,113.609375,MTD6821_Rachmaninoff_Op019-01.mid
72,64,68,41,94.078125,MTD6892_Ravel_MR81.mid
70,60,67,41,100.55,MTD6893_Ravel_MR81.mid
72,56,59,47,104.17857142857143,MTD6897_Ravel_MR83-03.mid
71,46,58,37,106.93478260869566,MTD6898_Ravel_MR83-03.mid
129,44,58,32,104.54545454545455,MTD6949_Ravel_MR40-01.mid
71,56,64,35,103.57142857142857,MTD6950_Ravel_MR40-01.mid
73,42,58,31,104.28571428571429,MTD6951_Ravel_MR40-02.mid
129,60,63,23,116.68333333333334,MTD6952_Ravel_MR40-03.mid
87,54,53,41,107.72222222222223,MTD7039_Respighi_P106-02.mid
55,60,73,18,116.66666666666667,MTD7040_Respighi_P106-03.mid
64,60,65,27,112.13333333333334,MTD7041_Respighi_P106-04.mid
73,44,57,43,91.8409090909091,MTD7113_Rimsky_Op035-02.mid
62,52,71,27,103.61538461538461,MTD7114_Rimsky_Op035-02.mid
70,58,58,44,104.43103448275862,MTD7116_Rimsky_Op035-03.mid
66,24,64,23,82.25,MTD7117_Rimsky_Op035-04.mid
74,48,70,43,99.5625,MTD7182_Roussel_Op042-02.mid
80,48,54,41,105.66666666666667,MTD7183_Roussel_Op042-02.mid
74,48,63,43,102.35416666666667,MTD7184_Roussel_Op042-03.mid
83,34,54,26,105.02941176470588,MTD7186_Roussel_Op042-04.mid
75,56,59,45,106.39285714285714,MTD7187_Roussel_Op042-04.mid
57,64,71,29,112.390625,MTD7226_Saint_CarnavalAnimaux-01.mid
58,64,70,49,102.515625,MTD7228_Saint_CarnavalAnimaux-04.mid
46,48,82,45,80.27083333333333,MTD7229_Saint_CarnavalAnimaux-05.mid
76,64,56,51,110.296875,MTD7235_Saint_CarnavalAnimaux-14.mid
129,52,89,28,101.53846153846153,MTD7236_Saint_Op033-01.mid
36,58,92,25,110.03448275862068,MTD7240_Saint_Op033-03.mid
69,48,64,41,95.60416666666667,MTD7285_Saint_Op028.mid
74,56,61,37,108.78571428571429,MTD7392_Satie_Gnossiennes-02.mid
81,40,58,28,109.7,MTD7393_Satie_Gnossiennes-03.mid
69,48,59,36,103.375,MTD7433_Scarlatti_K009.mid
74,36,7,5,76.33333333333333,MTD7434_Scarlatti_K141.mid
83,22,63,17,77.5909090909091,MTD7521_Schubert_D0899-04.mid
51,48,77,21,112.02083333333333,MTD7522_Schubert_D0899-04.mid
72,54,58,25,112.55555555555556,MTD7536_Schubert_D0780-02.mid
68,18,68,17,67.77777777777777,MTD7539_Schubert_D0780-04.mid
80,32,56,23,108.15625,MTD7541_Schubert_D0780-05.mid
65,48,72,21,113.10416666666667,MTD7543_Schubert_D0780-06.mid
62,63,66,20,116.07936507936508,MTD7589_Schubert_D0810-01.mid
67,56,62,19,117.21428571428571,MTD7591_Schubert_D0810-02.mid
64,60,65,21,117.3,MTD7601_Schubert_D0667-01.mid
71,64,63,33,111.59375,MTD7602_Schubert_D0667-01.mid
81,46,51,31,113.47826086956522,MTD7604_Schubert_D0667-03.mid
72,64,64,25,114.078125,MTD7629_Schubert_D0845-01.mid
69,52,59,25,113.65384615384616,MTD7631_Schubert_D0845-03.mid
71,42,59,19,113.19047619047619,MTD7632_Schubert_D0894-01.mid
66,52,62,29,111.84615384615384,MTD7635_Schubert_D0894-03.mid
73,60,64,32,111.21666666666667,MTD7638_Schubert_D0664-01.mid
71,48,66,35,105.1875,MTD7640_Schubert_D0664-02.mid
83,22,55,18,97.45454545454545,MTD7641_Schubert_D0664-03.mid
69,58,72,19,117.84482758620689,MTD7643_Schubert_D0784-01.mid
60,50,68,21,114.84,MTD7644_Schubert_D0784-02.mid
69,31,59,26,84.96774193548387,MTD7645_Schubert_D0784-03.mid
69,56,61,19,116.60714285714286,MTD7646_Schubert_D0784-03.mid
59,48,69,16,112.58333333333333,MTD7647_Schubert_D0575-01.mid
70,32,61,17,110.6875,MTD7648_Schubert_D0575-01.mid
86,48,61,31,111.14583333333333,MTD7651_Schubert_D0575-03.mid
75,36,60,25,103.55555555555556,MTD7652_Schubert_D0575-04.mid
70,64,59,27,115.5,MTD7654_Schubert_D0960-01.mid
61,56,75,29,110.41071428571429,MTD7655_Schubert_D0960-01.mid
68,40,62,15,112.85,MTD7656_Schubert_D0960-02.mid
82,48,51,31,112.33333333333333,MTD7657_Schubert_D0960-03.mid
74,42,59,39,102.61904761904762,MTD7658_Schubert_D0960-04.mid
78,46,59,31,108.91304347826087,MTD7666_Schubert_D0384-03.mid
67,48,68,25,109.52083333333333,MTD7667_Schubert_D0408-01.mid
70,30,63,27,97.2,MTD7672_Schubert_D0408-04.mid
59,32,70,16,114.0625,MTD7674_Schubert_D0574-02.mid
57,44,72,24,112.56818181818181,MTD7676_Schubert_D0574-04.mid
